title,price,address,rooms,living_space,property_area,price_per_m2,type,usable_area,available_from,bedrooms,bathrooms,garage_parking,buyer_commission,criteriagroup_boolean_listing,log_price,Gemeindename_x,Gemeindename_y,bev_dicht,Quartil,Kategorie,clean_Gemeindename
"Bremen-Burgdamm: Reihenmittelhaus mit Garten, Terrasse, zwei Balkonen und Garage in guter Lage",195000.0,"Burgdamm, 28717 Bremen
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5.0,100.0,142.0,1950.0,Reihenmittelhaus,60.0,nil,4.0,1.0,1.0,3.57,{},12.180759965737863,Lage,Lage,157.28,Q3,ländlich,Lage
"Bremen-Burgdamm: Reihenmittelhaus mit Garten, Terrasse, zwei Balkonen und Garage in guter Lage",195000.0,"Burgdamm, 28717 Bremen
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5.0,100.0,142.0,1950.0,Reihenmittelhaus,60.0,nil,4.0,1.0,1.0,3.57,{},12.180759965737863,Lage,"Lage, Stadt",456.15,Q4,städtisch,Lage
PURNHAGEN-IMMOBILIEN - Gepflegtes Reihenmittelhaus mit Garage in ruhiger Lage von Bremen-Burgdamm,179000.0,"Burgdamm, 28717 Bremen
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4.0,92.0,189.0,1946.0,Reihenmittelhaus,59.0,nach Vereinbarung,3.0,1.0,1.0,3.57,"{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-keller-label': ''}",12.095146671399466,Lage,Lage,157.28,Q3,ländlich,Lage
PURNHAGEN-IMMOBILIEN - Gepflegtes Reihenmittelhaus mit Garage in ruhiger Lage von Bremen-Burgdamm,179000.0,"Burgdamm, 28717 Bremen
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4.0,92.0,189.0,1946.0,Reihenmittelhaus,59.0,nach Vereinbarung,3.0,1.0,1.0,3.57,"{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-keller-label': ''}",12.095146671399466,Lage,"Lage, Stadt",456.15,Q4,städtisch,Lage
PURNHAGEN-IMMOBILIEN - Gepflegte Doppelhaushälfte mit Garage in ruhiger Lage von Bremen-Burgdamm,185000.0,"Burgdamm, 28717 Bremen
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4.0,103.0,575.0,1796.0,Doppelhaushälfte,65.0,nach Vereinbarung,4.0,3.0,1.0,3.57,"{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-keller-label': ''}",12.128116509451258,Lage,Lage,157.28,Q3,ländlich,Lage
PURNHAGEN-IMMOBILIEN - Gepflegte Doppelhaushälfte mit Garage in ruhiger Lage von Bremen-Burgdamm,185000.0,"Burgdamm, 28717 Bremen
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4.0,103.0,575.0,1796.0,Doppelhaushälfte,65.0,nach Vereinbarung,4.0,3.0,1.0,3.57,"{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-keller-label': ''}",12.128116509451258,Lage,"Lage, Stadt",456.15,Q4,städtisch,Lage
Ruhig in einer Sackgasse gelegenes Einfamilienhaus mit Garage,298000.0,"Burgdamm, 28719 Bremen
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",6.0,125.0,279.0,2384.0,Einfamilienhaus (freistehend),37.0,nil,5.0,1.0,2.0,3.57,{},12.604852121186608,Bremen,"Bremen, Stadt",1727.04,Q4,städtisch,Bremen
Urbanes Hideaway: Modernes Zuhause mit zeitgemäßer Ausstattung in City-Nähe,299999.0,"Burggrafenstraße 56,
Ostviertel, 45139 Essen",3.0,130.0,220.0,2308.0,Einfamilienhaus (freistehend),32.0,sofort,2.0,2.0,1.0,3.57,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}",12.611537753638338,Essen,"Essen, Stadt",2754.74,Q4,städtisch,Essen
Urbanes Hideaway: Modernes Zuhause mit zeitgemäßer Ausstattung in City-Nähe,299999.0,"Burggrafenstraße 56,
Ostviertel, 45139 Essen",3.0,130.0,220.0,2308.0,Reihenmittelhaus,32.0,sofort,2.0,2.0,1.0,3.57,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}",12.611537753638338,Essen,"Essen, Stadt",2754.74,Q4,städtisch,Essen
Reihenmittelhaus in direkter Stadtlage von Gardelegen,145000.0,"Burgstraße 10,
39638 Gardelegen, Altmarkkreis Salzwedel",8.0,135.0,856.0,1074.0,Reihenmittelhaus,135.0,nach Absprache,3.0,2.0,2.0,3.57,"{'is24qa-keller-label': '', 'is24qa-einliegerwohnung-label': ''}",11.884495917930655,Salz,Salz,177.02,Q3,ländlich,Salz
Reihenmittelhaus in direkter Stadtlage von Gardelegen,145000.0,"Burgstraße 10,
39638 Gardelegen, Altmarkkreis Salzwedel",8.0,135.0,856.0,1074.0,Reihenmittelhaus,135.0,nach Absprache,3.0,2.0,2.0,3.57,"{'is24qa-keller-label': '', 'is24qa-einliegerwohnung-label': ''}",11.884495917930655,Salz,Salz,269.94,Q4,städtisch,Salz
Zwei-Familienhaus mit viel Potenzial!,399000.0,"Buscherholzweg 34,
Traar, 47802 Krefeld",6.0,140.0,638.0,2850.0,Mehrfamilienhaus,80.0,nil,4.0,2.0,1.0,2.5,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}",12.896719202134523,Krefeld,"Krefeld, Stadt",1648.04,Q4,städtisch,Krefeld
Katip | Doppelhaushälfte mit attraktivem Grundstück in Bärenkeller *TOP-LAGE - Nähe A8,419000.0,"Bärenkeller, 86156 Augsburg
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4.0,127.0,550.0,3299.0,Doppelhaushälfte,152.0,ab sofort,3.0,1.0,3.0,3.57,"{'is24qa-online-besichtigung-moeglich-label': '', 'is24qa-keller-label': ''}",12.945628585536271,Au,Au,369.75,Q4,städtisch,Au
Doppelhaushälfte in Minden: Werden Sie hier ihr eigener Vermieter!,199000.0,"Bärenkämpen, 32425 Minden
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4.0,119.13,372.0,1670.0,Doppelhaushälfte,59.46,sofort,2.0,2.0,1.0,3.57,{'is24qa-keller-label': ''},12.201065128819632,Minden,"Minden, Stadt",809.5,Q4,städtisch,Minden
Doppelhaushälfte in Minden: Werden Sie hier ihr eigener Vermieter!,199000.0,"Bärenkämpen, 32425 Minden
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4.0,119.13,372.0,1670.0,Doppelhaushälfte,59.46,sofort,2.0,2.0,1.0,3.57,{'is24qa-keller-label': ''},12.201065128819632,Minden,Minden,68.01,Q2,ländlich,Minden
Hier lässt es sich gut leben!,380000.0,"Bärwurzweg 14,
53940 Hellenthal, Euskirchen (Kreis)",5.0,126.0,522.0,3016.0,Wohnimmobilie (sonstige),7.0,nach Vereinbarung,3.0,1.0,1.0,3.57,{'is24qa-gaeste-wc-label': ''},12.847929163278053,Euskirchen,"Euskirchen, Stadt",421.21,Q4,städtisch,Euskirchen
Ruhig gelegener Bungalow mit herrlichem Garten auf der Schanz in Heilbronn-Böckingen,538000.0,"Böckingen, 74080 Heilbronn
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5.0,138.0,358.0,3899.0,Bungalow,70.0,Nach Absprache,4.0,1.0,1.0,2.97,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-stufenloser-zugang-label': ''}",13.195615697878253,Heilbronn,"Heilbronn, Universitätsstadt",1257.51,Q4,städtisch,Heilbronn
Juwel für den Handwerker mit Phantasie | Großer Garten | inkl. Einzelgarage,389000.0,"Böckingen, 74080 Heilbronn
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",6.0,105.0,745.0,3705.0,Einfamilienhaus (freistehend),57.0,sofort,3.0,1.0,1.0,4.17,{},12.871337193291367,Heilbronn,"Heilbronn, Universitätsstadt",1257.51,Q4,städtisch,Heilbronn
Nutzen Sie Ihre Chance auf ein 2-Familienhaus mit großem Grundstück und 2 Garagen in Herne!,398000.0,"Börnig/Holthausen, 44627 Herne
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5.0,147.0,615.0,2707.0,Mehrfamilienhaus,74.0,nil,2.0,3.0,2.0,3.57,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}",12.894209796826232,Holt,Holt,11.4,Q1,ländlich,Holt
PF-Büchenbronn - gepflegtes und geräumiges Reihenendhaus für den kleinen Geldbeutel!,369000.0,"Büchenbronn, 75180 Pforzheim
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5.0,138.0,150.0,2674.0,Reiheneckhaus,61.0,n. V.,4.0,1.0,1.0,3.57,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}",12.818554633046093,Büchen,Büchen,384.15,Q4,städtisch,Büchen
Hier bin ich Mensch-hier darf ich sein-Wohnen in Naturlage,300000.0,"Bünsche 3a,
14715 Milower Land, Havelland (Kreis)",5.0,124.0,1196.0,2419.0,Einfamilienhaus (freistehend),70.0,sofort,2.0,2.0,1.0,3.57,{'is24qa-als-ferienhaus-geeignet-label': ''},12.611541086966115,Milower Land,Milower Land,26.99,Q1,ländlich,Milower Land
KLASSISCHER BUNGALOW | SPLIT-LEVEL | WALDRANDLAGE | SIEGEN-BÜRBACH,449000.0,"Bürbach, 57074 Siegen
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",7.0,200.36,1030.0,2241.0,Bungalow,60.0,sofort frei !,5.0,2.0,2.0,3.57,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}",13.014780393893403,Siegen,"Siegen, Universitätsstadt",885.13,Q4,städtisch,Siegen
KOMFORTABLES WOHNHAUS MIT WÄRMEPUMPE | SIEGEN - BÜRBACH,685000.0,"Bürbach, 57074 Siegen
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",6.0,256.74,790.0,2668.0,Einfamilienhaus (freistehend),70.0,sofort frei !,5.0,3.0,2.0,3.57,{'is24qa-keller-label': ''},13.437175577097312,Siegen,"Siegen, Universitätsstadt",885.13,Q4,städtisch,Siegen
*** Gelegenheit *** Attraktives Wohnhaus mit Nebengebäude/Oldtimerhalle + Garage in Offenbach-Bürgel,685000.0,"Bürgel, 63075 Offenbach am Main
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5.0,155.0,373.0,4419.0,Doppelhaushälfte,98.0,sofort,3.0,3.0,2.0,2.975,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}",13.437175577097312,Offenbach am Main,"Offenbach am Main, Stadt",2925.47,Q4,städtisch,Offenbach am Main
Einfamilienhaus 13159 Berlin Pankow,318000.0,"Cantalweg 13,
Blankenfelde, 13159 Berlin",3.0,55.0,583.0,5782.0,Einfamilienhaus (freistehend),66.0,sofort,2.0,1.0,2.0,3.57,{'is24qa-stufenloser-zugang-label': ''},12.669809806411457,Berlin,"Berlin, Stadt",4126.8,Q4,städtisch,Berlin
"Klassisch, gepflegt mit Blick in die Natur!",470000.0,"Cappel, 35039 Marburg
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5.0,122.0,751.0,3852.0,Einfamilienhaus (freistehend),69.0,nil,4.0,2.0,1.0,3.57,{'is24qa-gaeste-wc-label': ''},13.060490101343552,Marburg,"Marburg, Universitätsstadt",617.96,Q4,städtisch,Marburg
"Winkelbungalow Monheim ""Blee"" Süd mit Erweiterungsoption",677500.0,"Carl-Langhans-Str xx,
40789 Monheim am Rhein, Mettmann (Kreis)",5.0,130.0,998.0,5212.0,Bungalow,70.0,2024,2.0,1.0,1.0,3.57,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}",13.426166307749664,Mettmann,"Mettmann, Stadt",911.84,Q4,städtisch,Mettmann
Einfamilienhaus mit Garten & Garage in beliebter Wohnlage,425000.0,"Carl-Spitzweg-Gasse 6,
41372 Niederkrüchten, Viersen (Kreis)",6.0,140.33,341.0,3029.0,Einfamilienhaus (freistehend),46.0,kurzfristig nach Absprache,5.0,2.0,1.0,2.98,{},12.959846800844963,Niederkrüchten,Niederkrüchten,224.77,Q4,städtisch,Niederkrüchten
Einfamilienhaus Seebad Ueckermünde,279000.0,"Chausseestr. 22,
17373 Ueckermünde, Vorpommern-Greifswald (Kreis)",10.0,175.0,422.0,1594.0,Einfamilienhaus (freistehend),205.0,nil,2.0,2.0,2.0,3.57,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}",12.53897064502647,Greifswald,"Greifswald, Universitäts- und Hansestadt",1167.72,Q4,städtisch,Greifswald
Reiheneckhaus mit 5 Zimmer in Köln-Chorweiler (Nord),530000.0,"Chorweiler (Ortsteil), 50765 Köln
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5.0,139.0,158.0,3813.0,Reiheneckhaus,12.0,nil,4.0,2.0,1.0,3.57,{'is24qa-gaeste-wc-label': ''},13.180634172318978,Köln,"Köln, Stadt",2649.55,Q4,städtisch,Köln
"Sanierungsbedürftiges Einfamilienreihenhaus mit Garten, Keller, Garage + alternat. Neubaugenehmigung",235000.0,"Christianshöhe 6,
Oststadt, 37085 Göttingen",5.0,86.0,335.0,2733.0,Reiheneckhaus,35.0,nil,2.0,1.0,1.0,3.57,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}",12.367345048436391,Göttin,Göttin,11.13,Q1,ländlich,Göttin
Idyllisches Anwesen: Elegantes Einfamilienhaus umgeben von parkähnlicher Natur!,749000.0,"Cracau, 47799 Krefeld
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4.0,185.0,1244.0,4049.0,Einfamilienhaus (freistehend),112.0,ab sofort,3.0,1.0,3.0,3.0,{'is24qa-listonlyonis24-label': 'Nur hier gefunden'},13.52649559761195,Krefeld,"Krefeld, Stadt",1648.04,Q4,städtisch,Krefeld
Idyllisches Anwesen: Elegantes Einfamilienhaus umgeben von parkähnlicher Natur!,599000.0,"Cracau, 47799 Krefeld
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4.0,185.0,644.0,3238.0,Einfamilienhaus (freistehend),112.0,ab sofort,3.0,1.0,3.0,3.0,{'is24qa-listonlyonis24-label': 'Nur hier gefunden'},13.303018546545275,Krefeld,"Krefeld, Stadt",1648.04,Q4,städtisch,Krefeld
+ Stadtwald + Moderne Villa in Toplage +,1100000.0,"Cracau, 47799 Krefeld
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",6.0,276.0,424.0,3986.0,Einfamilienhaus (freistehend),50.0,sofort,3.0,2.0,2.0,2.98,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}",13.910821646859095,Krefeld,"Krefeld, Stadt",1648.04,Q4,städtisch,Krefeld
Freistehende Altbauvilla auf großzügigem Grundstück,655000.0,"Cronenberg, 42349 Wuppertal
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",6.0,180.0,554.0,3639.0,Villa,60.0,sofort,4.0,3.0,1.0,2.975,{'is24qa-keller-label': ''},13.39239204133378,Wuppertal,"Wuppertal, Stadt",2105.66,Q4,städtisch,Wuppertal
SCHWINGE IMMOBILIEN Stade: 170 m² EFH in ruhiger Wohnlage im Bereich Stade Hohenwedel / Geestberg,399000.0,"Dachsbau 9,
21682 Stade, Stade (Kreis)",6.0,170.0,691.0,2347.0,Einfamilienhaus (freistehend),80.0,sofort,4.0,2.0,1.0,3.0,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}",12.896719202134523,Stade,"Stade, Hansestadt",432.26,Q4,städtisch,Stade
SANIERTES 1-2 FAMILIENHAUS IN ZENTRALER LAGE VON ASCHAFFENBURG MIT GARTEN !,695000.0,"Damm, 63741 Aschaffenburg
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",6.0,188.0,450.0,3697.0,Doppelhaushälfte,50.0,sofort,4.0,3.0,2.0,2.5,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-einliegerwohnung-label': ''}",13.451668563394815,Ascha,Ascha,83.79,Q2,ländlich,Ascha
SANIERTES 1-2 FAMILIENHAUS IN ZENTRALER LAGE VON ASCHAFFENBURG MIT GARTEN !,695000.0,"Damm, 63741 Aschaffenburg
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",6.0,188.0,450.0,3697.0,Besondere Immobilie,50.0,sofort,4.0,3.0,2.0,2.5,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': '', 'is24qa-einliegerwohnung-label': ''}",13.451668563394815,Ascha,Ascha,83.79,Q2,ländlich,Ascha
Alsdorf-Ofden: Reiheneckhaus mit PKW-Garage zum Verkauf!,276500.0,"Daniel-Schreber-Straße 66,
52477 Alsdorf, Aachen (Kreis)",5.0,106.3,320.0,2601.0,Reiheneckhaus,128.21,Nach Vereinbarung,3.0,2.0,1.0,3.57,{'is24qa-keller-label': ''},12.529969716574515,Aachen,"Aachen, Stadt",1548.46,Q4,städtisch,Aachen
Doppelhaushälfte und separater Bungalow in ruhiger Lage zu verkaufen!,269999.0,"Dargaster Straße 16,
18456 Sassnitz, Vorpommern-Rügen (Kreis)",4.0,120.0,559.0,2250.0,Doppelhaushälfte,130.0,nach Vereinbarung,2.0,1.0,1.0,3.57,{'is24qa-keller-label': ''},12.506177237980511,Lage,Lage,157.28,Q3,ländlich,Lage
Doppelhaushälfte und separater Bungalow in ruhiger Lage zu verkaufen!,269999.0,"Dargaster Straße 16,
18456 Sassnitz, Vorpommern-Rügen (Kreis)",4.0,120.0,559.0,2250.0,Doppelhaushälfte,130.0,nach Vereinbarung,2.0,1.0,1.0,3.57,{'is24qa-keller-label': ''},12.506177237980511,Lage,"Lage, Stadt",456.15,Q4,städtisch,Lage
SCHWINGE IMMOBILIEN Stade: Wohnhaus direkt auf dem Oste-Deich in der Ortschaft Osten.,149000.0,"Deichstraße 39,
21756 Osten, Cuxhaven (Kreis)",5.0,100.0,65.0,1490.0,Einfamilienhaus (freistehend),45.0,nach Absprache,4.0,2.0,1.0,3.57,{'is24qa-keller-label': ''},11.91170829631447,Cuxhaven,"Cuxhaven, Stadt",298.41,Q4,städtisch,Cuxhaven
Großzügiges Reihenmittelhaus mit Süd-Garten und Garage in Köln-Dellbrück,580000.0,"Dellbrück, 51069 Köln
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4.0,169.25,312.57,3427.0,Reihenmittelhaus,58.2,01.07.2024,3.0,2.0,1.0,3.57,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}",13.270785106659046,Köln,"Köln, Stadt",2649.55,Q4,städtisch,Köln
Ihr Traum vom Eigenheim! Saniertes Reihenendhaus mit Garten in Essen-Dellwig,439000.0,"Dellwig, 45357 Essen
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4.0,122.0,278.0,3598.0,Reiheneckhaus,46.0,Nach Vereinbarung,3.0,2.0,1.0,3.57,{'is24qa-keller-label': ''},12.992256969959042,Essen,"Essen, Stadt",2754.74,Q4,städtisch,Essen
EFH in Ortsrandlage von Diedesfeld,179500.0,"Diedesfeld, 67434 Neustadt an der Weinstraße
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5.0,100.0,204.0,1795.0,Einfamilienhaus (freistehend),15.0,sofort,3.0,2.0,1.0,3.57,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}",12.097936057925594,Neustadt,Neustadt/ Westerwald,203.57,Q4,städtisch,Neustadt
EFH in Ortsrandlage von Diedesfeld,179500.0,"Diedesfeld, 67434 Neustadt an der Weinstraße
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5.0,100.0,204.0,1795.0,Einfamilienhaus (freistehend),15.0,sofort,3.0,2.0,1.0,3.57,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}",12.097936057925594,Neustadt,Neustadt/Vogtl.,75.42,Q2,ländlich,Neustadt
SCHWINGE IMMOBILIEN Stade: Lage - Lage - Lage und die passt! EFH Bj. 1960 bei den Schwingewiesen.,398000.0,"Diedrich-Speckmann-Weg 16,
21682 Stade, Stade (Kreis)",6.0,124.0,917.0,3210.0,Einfamilienhaus (freistehend),80.0,sofort,3.0,2.0,1.0,2.8,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}",12.894209796826232,Stade,"Stade, Hansestadt",432.26,Q4,städtisch,Stade
Einfamilienhaus mit viel Charme und großem Grundstück in beliebter Lage!,199000.0,"Diesdorf, 39110 Magdeburg
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4.0,95.18,733.0,2091.0,Einfamilienhaus (freistehend),0.0,nil,3.0,1.0,1.0,4.17,{'is24qa-keller-label': ''},12.201065128819632,Lage,Lage,157.28,Q3,ländlich,Lage
Einfamilienhaus mit viel Charme und großem Grundstück in beliebter Lage!,199000.0,"Diesdorf, 39110 Magdeburg
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",4.0,95.18,733.0,2091.0,Einfamilienhaus (freistehend),0.0,nil,3.0,1.0,1.0,4.17,{'is24qa-keller-label': ''},12.201065128819632,Lage,"Lage, Stadt",456.15,Q4,städtisch,Lage
Zeitlose Eleganz in Perfektion: Exklusive Residenz mit hochwertiger Ausstattung und Pool,949000.0,"Dietersdorf, 91126 Schwabach
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5.0,159.0,796.0,5969.0,Einfamilienhaus (freistehend),202.0,nil,4.0,2.0,2.0,3.57,{'is24qa-gaeste-wc-label': ''},13.76316513133229,Au,Au,369.75,Q4,städtisch,Au
Einfamilienhaus in Oldenburg,430000.0,"Dietrichsfeld, 26127 Oldenburg (Oldenburg)
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",5.0,175.85,686.0,2445.0,Einfamilienhaus (freistehend),149.94,nil,4.0,1.0,2.0,3.57,{'is24qa-gaeste-wc-label': ''},12.971542813248437,Oldenburg (Oldenburg),"Oldenburg (Oldenburg), Stadt",1652.82,Q4,städtisch,Oldenburg (Oldenburg)
Heute schon an Morgen denken... (D)EIN vermietetes Doppelhaus im Neubaucharakter,449000.0,"Dinslakener Ring 45,
41812 Erkelenz, Heinsberg (Kreis)",5.0,156.68,245.0,2866.0,Doppelhaushälfte,29.3,nach Vereinbarung,4.0,1.0,1.0,3.57,{'is24qa-vermietet-label': ''},13.014780393893403,Dinslaken,"Dinslaken, Stadt",1408.18,Q4,städtisch,Dinslaken
"**RESERVIERT** Charmante, renovierte Doppelhaushälfte in sehr guter Lage (260)",499000.0,"Distelrasen 44,
Fechenheim, 60386 Frankfurt am Main",5.0,120.0,244.0,4158.0,Doppelhaushälfte,55.0,sofort,3.0,2.0,1.0,2.975,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}",13.120363378739663,Lage,Lage,157.28,Q3,ländlich,Lage
"**RESERVIERT** Charmante, renovierte Doppelhaushälfte in sehr guter Lage (260)",499000.0,"Distelrasen 44,
Fechenheim, 60386 Frankfurt am Main",5.0,120.0,244.0,4158.0,Doppelhaushälfte,55.0,sofort,3.0,2.0,1.0,2.975,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}",13.120363378739663,Lage,"Lage, Stadt",456.15,Q4,städtisch,Lage
Raisdorf: Gepflegte Doppelhaushälfte in gefragter Lage,398000.0,"Doberkamp 30,
24223 Schwentinental, Plön (Kreis)",4.0,110.54,416.0,3601.0,Doppelhaushälfte,70.0,01.08.2024,3.0,2.0,2.0,2.975,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}",12.894209796826232,Plön,"Plön, Stadt",243.28,Q4,städtisch,Plön
Raisdorf: Gepflegte Doppelhaushälfte in gefragter Lage,398000.0,"Doberkamp 30,
24223 Schwentinental, Plön (Kreis)",4.0,110.54,416.0,3601.0,Doppelhaushälfte,70.0,01.08.2024,3.0,2.0,2.0,2.975,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}",12.894209796826232,Plön,"Plön, Stadt",243.28,Q4,städtisch,Plön
Exklusives Wohnen in Halstenbek!,735000.0,"Dockenhudener Chaussee 241a,
25469 Halstenbek, Pinneberg (Kreis)",5.0,150.0,402.0,4900.0,Einfamilienhaus (freistehend),20.0,nach Vereinbarung,4.0,3.0,2.0,3.57,{'is24qa-gaeste-wc-label': ''},13.507627138738266,Halstenbek,Halstenbek,1427.74,Q4,städtisch,Halstenbek
Einfamilienwohnhaus in ruhiger Wohnlage in Niederklütz,295000.0,"Dorfstr. 18,
23948 Klütz, Nordwestmecklenburg (Kreis)",5.0,126.0,669.0,2341.0,Einfamilienhaus (freistehend),144.0,07.2024,3.0,2.0,1.0,3.57,{},12.59473402514672,Klütz,"Klütz, Stadt",69.03,Q2,ländlich,Klütz
Charmantes Einfamilienhaus in Wieglitz bei Haldensleben,150000.0,"Dorfstr. 26,
39345 Wieglitz, Börde (Kreis)",3.0,110.0,577.0,1364.0,Einfamilienhaus (freistehend),75.0,nach Absprache,2.0,1.0,1.0,2.975,{'is24qa-keller-label': ''},11.918397239722838,Haldensleben,"Haldensleben, Stadt",121.81,Q3,ländlich,Haldensleben
"Einfamilienhaus (REH) mit Potential in ruhiger, dörflicher Lage von Duisburg-Serm",398500.0,"Dorfstr. 50,
Mündelheim, 47259 Duisburg",3.0,101.76,400.0,3916.0,Reiheneckhaus,65.0,nach Absprache,2.0,1.0,1.0,3.57,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}",12.895465286619547,Lage,Lage,157.28,Q3,ländlich,Lage
"Einfamilienhaus (REH) mit Potential in ruhiger, dörflicher Lage von Duisburg-Serm",398500.0,"Dorfstr. 50,
Mündelheim, 47259 Duisburg",3.0,101.76,400.0,3916.0,Reiheneckhaus,65.0,nach Absprache,2.0,1.0,1.0,3.57,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}",12.895465286619547,Lage,"Lage, Stadt",456.15,Q4,städtisch,Lage
Ihr kleiner Wohntraum nahe der Nordsee in Cuxhaven - Stickenbüttel,420000.0,"Dorfstraße 28,
27476 Cuxhaven, Cuxhaven (Kreis)",3.0,90.0,818.0,4667.0,Einfamilienhaus (freistehend),72.66,Sofort,2.0,2.0,2.0,2.5,{'is24qa-keller-label': ''},12.948012371209098,Cuxhaven,"Cuxhaven, Stadt",298.41,Q4,städtisch,Cuxhaven
"VERKAUFT! Attraktives, freistehendes Haus, zentral in Alt-Dotzheim, Wiesbaden.",295000.0,"Dotzheim, 65199 Wiesbaden
Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",3.0,92.0,118.0,3207.0,Einfamilienhaus (freistehend),12.0,nach Absprache,2.0,1.0,1.0,2.98,"{'is24qa-gaeste-wc-label': '', 'is24qa-keller-label': ''}",12.59473402514672,Wiesbaden,"Wiesbaden, Landeshauptstadt",1368.27,Q4,städtisch,Wiesbaden
